ID,OBJECT,OBJECT-TYPE,RA,DEC,DATE-OBS,EXPTIME,EXPTIME_initial,TMS-LST,TME-LST,TMS-LT,TME-LT,TELESCOPE,Решетка,Щель,ЭОП,Коллиматор,Масштаб камеры,Катод,Камера,Позиционный угол,Сечение,Спектрограф,OBSERVER,"TEMPERAT, C",SKYCOND,OBSNOTE,DETNAME,EMULSION,METHOD,FOCUS,NOTES,SCANNOTE,Длины волн,FILTER,PLATNOTE,RA-sim,DEC-sim,EQ-ORIG-sim
LII-2-7,Field MRK3,field-of-view; active_galactic_nuclei,,,21-22.04.1990,3m,3m,,,,,AZT-8,,,,,,,,,,,,,,,,,,,,,,,,,,
LII-2-8,MRK3,active_galactic_nuclei,,,21-22.04.1990,20m,20m,,,0h55,,AZT-8,,,,,,,,,,,,,,,,,,,,,,,,,,
LII-2-9,MRK3,active_galactic_nuclei,,,21-22.04.1990,10m,10m,,,1h20,,AZT-8,,,,,,,,,,,,,,,,,,,,,,,,,,
LII-2-22,Field MRK290,galaxies; field-of-view; active_galactic_nuclei,,,21-22.04.1990,30s,30s,,,,,AZT-8,,,,,,,,,,,,,,,,,,,,,,,,,,
LII-2-23,MRK290,galaxies; active_galactic_nuclei,,,21-22.04.1990,40m,40m,,,4h35,,AZT-8,,,,,,,,,,,,,,,,,,,,,,,,,,
LII-2-24,Field MRK506,field-of-view; active_galactic_nuclei,,,21-22.04.1990,40s,40s,,,,,AZT-8,,,,,,,,,,,,,,,,,,,,,,,,,,
LII-2-25,Field MRK506,field-of-view; active_galactic_nuclei,,,21-22.04.1990,30s,30s,,,,,AZT-8,,,,,,,,,,,,,,,,,,,,,,,,,,
LII-2-26,MRK506,active_galactic_nuclei,,,21-22.04.1990,30m,30m,,,5h40,,AZT-8,,,,,,,,,,,,,,,,,,,,,,,,,,
LII-3-10,Field NGC4151,field-of-view; active_galactic_nuclei,,,21-22.04.1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LII-3-11,Field NGC4151,field-of-view; active_galactic_nuclei,,,21-22.04.1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LII-3-12,NGC4151,active_galactic_nuclei,,,21-22.04.1990,6m,6m,1h55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LII-3-13,NGC4151,active_galactic_nuclei,,,21-22.04.1990,3m,3m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LII-3-14,NGC4151,active_galactic_nuclei,,,21-22.04.1990,6m,6m,2h20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LII-3-15,NGC4151,active_galactic_nuclei,,,21-22.04.1990,3m,3m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LII-3-16,NGC4151,active_galactic_nuclei,,,21-22.04.1990,6m,6m,2h40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LII-3-17,NGC4151,active_galactic_nuclei,,,21-22.04.1990,3m,3m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LII-3-18,Field NGC5548,field-of-view; active_galactic_nuclei,,,21-22.04.1990,30s,30s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LII-3-19,Field NGC5548,field-of-view; active_galactic_nuclei,,,21-22.04.1990,20s,20s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LII-3-20,NGC5548,active_galactic_nuclei,,,21-22.04.1990,20m,20m,3h24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LII-3-21,NGC5548,active_galactic_nuclei,,,21-22.04.1990,20m,20m,3h55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LII-4-cal-1,Calibration,calibration,,,21-22.04.1990,1s,1s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LII-4-cal-1,Calibration,calibration,,,21-22.04.1990,2s,2s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LII-4-cal-1,Calibration,calibration,,,21-22.04.1990,4s,4s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LII-4-cal-1,Calibration,calibration,,,21-22.04.1990,8s,8s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LII-4-cal-1,Calibration,calibration,,,21-22.04.1990,15s,15s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LII-4-cal-1,Calibration,calibration,,,21-22.04.1990,30s,30s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LII-4-cal-1,Calibration,calibration,,,21-22.04.1990,1m,1m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LII-4-cal-1,Calibration,calibration,,,21-22.04.1990,2m,2m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LII-4-cal-1,Calibration,calibration,,,21-22.04.1990,4m,4m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LII-4-1,Field MRK3,field-of-view; active_galactic_nuclei,,,31.01-01.02.1990,15s,15s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LII-4-2,MRK3,active_galactic_nuclei,,,31.01-01.02.1990,15m,15m,0h55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LII-4-3,MRK3,active_galactic_nuclei,,,31.01-01.02.1990,15m,15m,1h20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LII-4-cal-2,Calibration,calibration,,,31.01-01.02.1990,"5s,10s","5s,10s",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LII-4-cal-2,Calibration,calibration,,,31.01-01.02.1990,"20s,40s","20s,40s",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LII-4-cal-2,Calibration,calibration,,,31.01-01.02.1990,"1.5m,3m","1.5m,3m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LII-4-cal-2,Calibration,calibration,,,31.01-01.02.1990,6m,6m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXVIII-2-1,Field NGC1275,field-of-view; active_galactic_nuclei,03 16 29.56,41 19 51.83,20-21.11.1993,20s,20s,,,,,AZT-8,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXVIII-2-2,Field NGC1275,field-of-view; active_galactic_nuclei,03 16 29.56,41 19 51.83,20-21.11.1993,20s,20s,,,,,AZT-8,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXVIII-2-3,NGC1275,active_galactic_nuclei,03 16 29.56,41 19 51.83,20-21.11.1993,20m,20m,2h05m,,,,AZT-8,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXVIII-2-4,NGC1275,active_galactic_nuclei,03 16 29.56,41 19 51.83,20-21.11.1993,30m,30m,,,,,AZT-8,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXVIII-2-5,Field MRK3,field-of-view; active_galactic_nuclei,06 09 48.34,71 03 10.38,20-21.11.1993,20s,20s,,,,,AZT-8,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXVIII-2-6,Field MRK3,field-of-view; active_galactic_nuclei,06 09 48.34,71 03 10.38,20-21.11.1993,20s,20s,,,,,AZT-8,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXVIII-2-7,MRK3,active_galactic_nuclei,06 09 48.34,71 03 10.38,20-21.11.1993,30m,30m,3h40m,,,,AZT-8,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXVIII-2-8,MRK3,active_galactic_nuclei,06 09 48.34,71 03 10.38,20-21.11.1993,20m,20m,,,,,AZT-8,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXVIII-2-9,MRK3,active_galactic_nuclei,06 09 48.34,71 03 10.38,20-21.11.1993,10m,10m,,,,,AZT-8,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXVIII-2-10,MRK3,active_galactic_nuclei,06 09 48.34,71 03 10.38,20-21.11.1993,30m,30m,5h00m,,,,AZT-8,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXVIII-2-11,MRK3,active_galactic_nuclei,06 09 48.34,71 03 10.38,20-21.11.1993,30m,30m,5h35m,,,,AZT-8,,,,,,,,,,,,,,,,  ,,,,,,,,,,
LXXVIII-2,Field MRK1,field-of-view; active_galactic_nuclei,01 13 19.58,32 49 32.35,14-15.12.1993,20s,20s,,,,,AZT-8,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXVIII-2-3,MRK1,active_galactic_nuclei,01 13 19.58,32 49 32.35,14-15.12.1993,30m,30m,21h15m,,,,AZT-8,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXVIII-2-4,Field NGC1068,galaxies; field-of-view,02 40 07.05,-00 13 31.72,14-15.12.1993,20s,20s,,,,,AZT-8,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXVIII-2-5,Field NGC1068,galaxies; field-of-view,02 40 07.05,-00 13 31.72,14-15.12.1993,20s,20s,,,,,AZT-8,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXVIII-2,Field MRK1,field-of-view; active_galactic_nuclei,01 13 19.58,32 49 32.35,14-15.12.1993,30s,30s,,,,,AZT-8,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXVIII-2-6,NGC1068,galaxies,02 40 07.05,-00 13 31.72,14-15.12.1993,10m,10m,22h05m,,,,AZT-8,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXVIII-2-7,NGC1068,galaxies,02 40 07.05,-00 13 31.72,14-15.12.1993,5m,5m ,,,,,AZT-8,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXVIII-3-23,MRK3,active_galactic_nuclei,06 09 48.34,71 03 10.38,14-15.12.1993,30m,30m,3h30m,,,,AZT-8,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXVIII-3-24,MRK3,active_galactic_nuclei,06 09 48.34,71 03 10.38,14-15.12.1993,30m,30m,4h20m,,,,AZT-8,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXVIII-3-25,Field NGC3227,field-of-view; active_galactic_nuclei,10 20 46.76,20 07 06.44,14-15.12.1993,20s,20s,,,,,AZT-8,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXVIII-3-11,NGC1068,galaxies,02 40 07.05,-00 13 31.72,14-15.12.1993,5m,5m,22h35m,,,,AZT-8,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXVIII-3-12,Field NGC1275,field-of-view; active_galactic_nuclei,03 16 29.56,41 19 51.83,14-15.12.1993,20s,20s,,,,,AZT-8,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXVIII-3-19,Field MRK3,field-of-view; active_galactic_nuclei,06 09 48.34,71 03 10.38,14-15.12.1993,15s,15s,,,,,AZT-8,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXVIII-3-13,Field NGC1275,field-of-view; active_galactic_nuclei,03 16 29.56,41 19 51.83,14-15.12.1993,20s,20s,,,,,AZT-8,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXVIII-3-14,Field NGC1275,field-of-view; active_galactic_nuclei,03 16 29.56,41 19 51.83,14-15.12.1993,20s,20s,,,,,AZT-8,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXVIII-3-15,NGC1275,active_galactic_nuclei,03 16 29.56,41 19 51.83,14-15.12.1993,30m,30m,0h00m,,,,AZT-8,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXVIII-3-20,MRK3,active_galactic_nuclei,06 09 48.34,71 03 10.38,14-15.12.1993,30m,30m,2h10m,,,,AZT-8,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXVIII-3-21,MRK3,active_galactic_nuclei,06 09 48.34,71 03 10.38,14-15.12.1993,20m,20m,,,,,AZT-8,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXVIII-3-22,Field MRK3,field-of-view; active_galactic_nuclei,06 09 48.34,71 03 10.38,14-15.12.1993,15s,15s,,,,,AZT-8,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXVIII-3-8,Field NGC1068,galaxies; field-of-view,02 40 07.05,-00 13 31.72,14-15.12.1993,20s,20s,,,,,AZT-8,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXVIII-3-9,NGC1068,galaxies,02 40 07.05,-00 13 31.72,14-15.12.1993,20m,20m,22h35m,,,,AZT-8,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXVIII-3-10,NGC1068,galaxies,02 40 07.05,-00 13 31.72,14-15.12.1993,10m,10m,22h35m,,,,AZT-8,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXVIII-3-16,Field NGC1275,field-of-view; active_galactic_nuclei,03 16 29.56,41 19 51.83,14-15.12.1993,20s,20s,,,,,AZT-8,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXVIII-3-17,NGC1275,active_galactic_nuclei,03 16 29.56,41 19 51.83,14-15.12.1993,30m,30m,1h00m,,,,AZT-8,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXVIII-3-18,Field MRK3,field-of-view; active_galactic_nuclei,06 09 48.34,71 03 10.38,14-15.12.1993,15s,15s,,,,,AZT-8,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXVIII-4-26,Field NGC3227,field-of-view; active_galactic_nuclei,10 20 46.76,20 07 06.44,14-15.12.1993,20s,20s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXVIII-4-27,NGC3227,active_galactic_nuclei,10 20 46.76,20 07 06.44,14-15.12.1993,30m,30m,5h50m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXVIII-4-28,NGC3227,active_galactic_nuclei,10 20 46.76,20 07 06.44,14-15.12.1993,20m,20m,6h30m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXVIII-4-4,Field MRK1095,galaxies; field-of-view; active_galactic_nuclei,05 13 37.87,-00 12 15.11,16-17.12.1993,20s,20s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXVIII-4-5,Field MRK1095,galaxies; field-of-view; active_galactic_nuclei,05 13 37.87,-00 12 15.11,16-17.12.1993,30s,30s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXVIII-4-1,Field MRK586,galaxies; field-of-view; active_galactic_nuclei,02 05 14.52,02 28 42.51,16-17.12.1993,20s,20s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXVIII-4-2,Field MRK586,galaxies; field-of-view; active_galactic_nuclei,02 05 14.52,02 28 42.51,16-17.12.1993,30s,30s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXVIII-4-6,MRK1095,galaxies; active_galactic_nuclei,05 13 37.87,-00 12 15.11,16-17.12.1993,30m,30m,1h15m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXVIII-4-7,MRK1095,galaxies; active_galactic_nuclei,05 13 37.87,-00 12 15.11,16-17.12.1993,30m,30m,2h25m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXVIII-4-3,MRK586,galaxies; active_galactic_nuclei,02 05 14.52,02 28 42.51,16-17.12.1993,55m,55m,22h30m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXVIII-4-8,Field PG0804+761,field-of-view,,,16-17.12.1993,20s,20s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXVIII-4-9,Field PG0804+761,field-of-view,,,16-17.12.1993,30s,30s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXVIII-4-10,PG0804+761,,,,16-17.12.1993,45m,45m,4h00m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXVIII-4-11,PG0804+761,,,,16-17.12.1993,40m,40m,5h25m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXVIII-4-12,Field MRK205,galaxies; field-of-view; active_galactic_nuclei,12 19 33.47,75 35 16.09,16-17.12.1993,20s,20s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXVIII-4-13,Field MRK205,galaxies; field-of-view; active_galactic_nuclei,12 19 33.47,75 35 16.09,16-17.12.1993,30s,30s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXVIII-4-1,Field NGC1068,galaxies; field-of-view,02 40 07.05,-00 13 31.72,18-19.12.1993,15s,15s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXVIII-4-2,Field NGC1068,galaxies; field-of-view,02 40 07.05,-00 13 31.72,18-19.12.1993,20s,20s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXVIII-5-1,MRK3,active_galactic_nuclei,06 09 48.34,71 03 10.38,18-19.12.1993,15m,15m,2h30m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXVIII-5-2,MRK3,active_galactic_nuclei,06 09 48.34,71 03 10.38,18-19.12.1993,20m,20m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXVIII-5-3,NGC1068,galaxies,02 40 07.05,-00 13 31.72,18-19.12.1993,1m,1m,0h50m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXVIII-5-4,NGC1068,galaxies,02 40 07.05,-00 13 31.72,18-19.12.1993,4m,4m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXVIII-5-5,Field MRK3,field-of-view; active_galactic_nuclei,06 09 48.34,71 03 10.38,18-19.12.1993,20s,20s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXVIII-5-1,Field NGC1068,galaxies; field-of-view,02 40 07.05,-00 13 31.72,20-21.12.1993,20s,20s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXVIII-5-2,Field NGC1068,galaxies; field-of-view,02 40 07.05,-00 13 31.72,20-21.12.1993,30s,30s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXVIII-5-3,NGC1068,galaxies,02 40 07.05,-00 13 31.72,20-21.12.1993,2m,2m,22h45m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXVIII-5-4,NGC1068,galaxies,02 40 07.05,-00 13 31.72,20-21.12.1993,4m,4m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXVIII-5-1,Field NGC1068,galaxies; field-of-view,02 40 07.05,-00 13 31.72,22-23.12.1993,10s,10s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXVIII-5-2,Field NGC1068,galaxies; field-of-view,02 40 07.05,-00 13 31.72,22-23.12.1993,10s,10s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXVIII-5-3,NGC1068,galaxies,02 40 07.05,-00 13 31.72,22-23.12.1993,20m,20m,21h25m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXVIII-5-4,NGC1068,galaxies,02 40 07.05,-00 13 31.72,22-23.12.1993,10m,10m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXVIII-5-5,Field NGC1275,field-of-view; active_galactic_nuclei,03 16 29.56,41 19 51.83,22-23.12.1993,15s,15s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXVIII-5-6,Field NGC1275,field-of-view; active_galactic_nuclei,03 16 29.56,41 19 51.83,22-23.12.1993,10s,10s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXVIII-5-7,NGC1275,active_galactic_nuclei,03 16 29.56,41 19 51.83,22-23.12.1993,20m,20m,0h00m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXVIII-5-8,Field NGC1275,field-of-view; active_galactic_nuclei,03 16 29.56,41 19 51.83,22-23.12.1993,15s,15s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXVIII-5-9,Field NGC1275,field-of-view; active_galactic_nuclei,03 16 29.56,41 19 51.83,22-23.12.1993,10s,10s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXVIII-6-10,NGC1275,active_galactic_nuclei,03 16 29.56,41 19 51.83,22-23.12.1993,20m,20m,0h30m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXVIII-6-11,Field NGC1275,field-of-view; active_galactic_nuclei,03 16 29.56,41 19 51.83,22-23.12.1993,20s,20s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXVIII-6-12,Field NGC1275,field-of-view; active_galactic_nuclei,03 16 29.56,41 19 51.83,22-23.12.1993,20s,20s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXVIII-6-13,NGC1275,active_galactic_nuclei,03 16 29.56,41 19 51.83,22-23.12.1993,15m,15m,6h10m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXVIII-6-14,NGC1275,active_galactic_nuclei,03 16 29.56,41 19 51.83,22-23.12.1993,10m,10m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXVIII-6-15,NGC1275,active_galactic_nuclei,03 16 29.56,41 19 51.83,22-23.12.1993,8m,8m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXVIII-6-16,NGC1275,active_galactic_nuclei,03 16 29.56,41 19 51.83,22-23.12.1993,10m,10m,7h00m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXVIII-6-17,NGC1275,active_galactic_nuclei,03 16 29.56,41 19 51.83,22-23.12.1993,8m,8m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXVIII-6-3,Field NGC3227,field-of-view; active_galactic_nuclei,10 20 46.76,20 07 06.44,23-24.12.1993,20s,20s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXVIII-6-4,Field NGC3227,field-of-view; active_galactic_nuclei,10 20 46.76,20 07 06.44,23-24.12.1993,30s,30s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXVIII-6-5,NGC3227,active_galactic_nuclei,10 20 46.76,20 07 06.44,23-24.12.1993,20m,20m,6h10m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXVIII-6-6,NGC3227,active_galactic_nuclei,10 20 46.76,20 07 06.44,23-24.12.1993,15m,15m,6h50m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXVIII-6-1,Field NGC1068,galaxies; field-of-view,02 40 07.05,-00 13 31.72,05-06.01.1994,20s,20s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXVIII-6-2,Field NGC1068,galaxies; field-of-view,02 40 07.05,-00 13 31.72,05-06.01.1994,20s,20s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXVIII-6-3,NGC1068,galaxies,02 40 07.05,-00 13 31.72,05-06.01.1994,6m,6m,21h40m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXVIII-6-4,NGC1068,galaxies,02 40 07.05,-00 13 31.72,05-06.01.1994,4m,4m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXVIII-6-5,NGC1068,galaxies,02 40 07.05,-00 13 31.72,05-06.01.1994,2m,2m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXVIII-6-10,Field MRK3,field-of-view; active_galactic_nuclei,06 09 48.34,71 03 10.38,05-06.01.1994,20s,20s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXXIII-1,Field 3C120,field-of-view; active_galactic_nuclei,04 30 31.60,05 14 59.55,31.10-01.11.1994,20s,20s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXXIII-1,Field 3C120,field-of-view; active_galactic_nuclei,04 30 31.60,05 14 59.55,31.10-01.11.1994,25s,25s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXXIII-1-19,3C120,active_galactic_nuclei,04 30 31.60,05 14 59.55,31.10-01.11.1994,30m,30m,3h30m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXXIII-1,Field MRK374,galaxies; field-of-view; active_galactic_nuclei,06 55 34.54,54 15 56.72,31.10-01.11.1994,15s,15s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXXIII-1,Field MRK374,galaxies; field-of-view; active_galactic_nuclei,06 55 34.54,54 15 56.72,31.10-01.11.1994,20s,20s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXXIII-1,Field MRK374,galaxies; field-of-view; active_galactic_nuclei,06 55 34.54,54 15 56.72,31.10-01.11.1994,25s,25s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXXIII-1-23,MRK374,galaxies; active_galactic_nuclei,06 55 34.54,54 15 56.72,31.10-01.11.1994,30m,30m,4h55m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXXIII-1,Field Srg111,field-of-view,,,04-05.11.1994,15s,15s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXXIII-1,Field Srg111,field-of-view,,,04-05.11.1994,15s,15s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXXIII-1-3,Srg111,,,,04-05.11.1994,30m,30m,20h45m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXXIII-1,Field MRK530,field-of-view; active_galactic_nuclei,23 16 22.90,-00 01 47.25,04-05.11.1994,15s,15s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXXIII-1,Field MRK530,field-of-view; active_galactic_nuclei,23 16 22.90,-00 01 47.25,04-05.11.1994,15s,15s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXXIII-1-6,MRK530,active_galactic_nuclei,23 16 22.90,-00 01 47.25,04-05.11.1994,30m,30m,21h45m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXXIII-1,Field Srg1,field-of-view,,,04-05.11.1994,15s,15s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXXIII-1,Field Srg1,field-of-view,,,04-05.11.1994,15s,15s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXXIII-1-9,Srg1,,,,04-05.11.1994,40m,40m,22h35m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXXIII-1,Field MRK352,field-of-view; active_galactic_nuclei,00 57 09.10,31 33 27.64,04-05.11.1994,15s,15s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXXIII-1,Field MRK352,field-of-view; active_galactic_nuclei,00 57 09.10,31 33 27.64,04-05.11.1994,15s,15s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXXIII-2-1,MRK595,active_galactic_nuclei,02 38 55.78,06 58 26.78,04-05.11.1994,40m,40m,1h30m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXXIII-2,Field MRK1095,galaxies; field-of-view; active_galactic_nuclei,02 38 55.78,06 58 26.78,04-05.11.1994,15s,15s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXXIII-2,Field MRK1095,galaxies; field-of-view; active_galactic_nuclei,02 38 55.78,06 58 26.78,04-05.11.1994,20s,20s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXXIII-2,Field MRK1095,galaxies; field-of-view; active_galactic_nuclei,02 38 55.78,06 58 26.78,04-05.11.1994,25s,25s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXXIII-2-5,MRK1095,galaxies; active_galactic_nuclei,05 13 37.87,-00 12 15.11,04-05.11.1994,40m,40m,2h55m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXXIII-2,Field MRK3,field-of-view; active_galactic_nuclei,06 09 48.34,71 03 10.38,04-05.11.1994,15s,15s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXXIII-2-7,MRK3,active_galactic_nuclei,06 09 48.34,71 03 10.38,04-05.11.1994,15m,15m,4h15m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXXIII-2,Field MRK3,field-of-view; active_galactic_nuclei,06 09 48.34,71 03 10.38,04-05.11.1994,15s,15s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LXXXIII-2-9,MRK3,active_galactic_nuclei,06 09 48.34,71 03 10.38,04-05.11.1994,15m,15m,4h40m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
