ID,OBJECT,OBJECT-TYPE,RA,DEC,EQ-ORIG,DATE-OBS,EXPTIME,TMS-LST,TME-LST,TMS-LT,TME-LT,SIZE,TELESCOPE,OBSERVER,"TEMPERAT, C",SKYCOND,OBSNOTE,DETNAME,EMULSION,METHOD,FOCUS,NOTES,SCANNOTE,FILTER,PLATNOTE
12-5402-st,Field Del,,20h37m,14.35,,03-04.07.1984,45m,23h37m,00h22m,23h37m,,8.7*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,20,,,photographic plate,Kodak 103aE ,,,стандарт к снимку 12-5402.,,к.ф.№2,
12-808,NGC6611,,18h14m,-12.38,,11-12.07.1953,58m,18h46m,19h44m,UT_18h46m,,8.7*9.7,50cm менисковый телескоп Максутова,,18,,,photographic plate,Jsopan JSS,,,,,к.ф.III.,
12-5405,NGC6611;NGC6618,,18h17m,-15.30,,18-19.08.1984,12m30s,23h12m,23h24m30s,23h12m,,7.8*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,22,,,photographic plate,Kodak 103aD,,,имеет калибровку 12-5405-Calibration.,,ж.ф.18,
12-5406,NGC6611;NGC6618,,18h17m,-15.30,,18-19.08.1984,10m,23h35m,23h45m,23h35m,,7.8*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,22,,,photographic plate,Kodak 103aD,,,имеет калибровку 12-5405-Calibration.,,ж.ф.18,
12-5408,NGC6611;NGC6618,,18h17m,-15.30,,20-21.08.1984,12m,23h15m,23h27m,23h15m,,8.7*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,24,,,photographic plate,Kodak 103aD,,,имеет стандарт 12-5408-st и калибровку 12-5408-Calibration.,,ж.ф.18,
12-5408-st,Field Oph,,17h59m,03.00,,20-21.08.1984,12m,23h44m,23h56m,23h44m,,7.2*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,24,,,photographic plate,Kodak 103aD,,,стандарт к снимку 12-5408.,,ж.ф.18,
12-5407,NGC6611;NGC6618,,18h17m,-15.30,,19-20.08.1984,12m,23h12m,23h24m,23h12m,,8.7*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,22,,,photographic plate,Kodak 103aD,,,имеет стандарт 12-5407-st и калибровку 12-5407-Calibration.,,ж.ф.18,
12-5407-st,Field Oph,,17h59m,03.00,,19-20.08.1984,12m,23h47m,23h59m,23h47m,,7.2*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,22,,,photographic plate,Kodak 103aD,,,стандарт к снимку 12-5407.,,ж.ф.18,
12-5409,NGC6611;NGC6618,,18h17m,-15.30,,21-22.08.1984,13m,23h08m,23h21m,23h08m,,8.0*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,20,,,photographic plate,Kodak 103aD,,,имеет стандарт 12-5409-st и калибровку 12-5409-Calibration.,,ж.ф.18,
12-5409-st,Field Oph,,17h59m,03.00,,21-22.08.1984,13m,23h34m,23h47m,23h34m,,7.6*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,20,,,photographic plate,Kodak 103aD,,,стандарт к снимку 12-5409.,,ж.ф.18,
12-5415,NGC6611,,18h14m,-12.38,,25-26.08.1984,12m,23h14m,23h26m,23h14m,,7.9*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,18,,,photographic plate,Kodak 103aD,,,имеет стандарт 12-5415-st и калибровку 12-5415-Calibration.,,ж.ф.18,
12-5415-st,Field Oph,,17h59m,03.00,,25-26.08.1984,12m,23h52m,00h04m,23h52m,,7.9*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,18,,,photographic plate,Kodak 103aD,,,стандарт к снимку 12-5415.,,ж.ф.18,
12-5416,NGC6611,,18h14m,-12.38,,26-27.08.1984,13m,22h52m,23h05m,22h52m,,7.9*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,18,,,photographic plate,Kodak 103aD,,,имеет стандарт 12-5416-st и калибровку 12-5416-Calibration.,,ж.ф.18,
12-5416-st,Field Del,,20h37m,14.35,,26-27.08.1984,13m,00h12m,00h25m,00h12m,,7.9*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,18,,,photographic plate,Kodak 103aD,,,"стандарт к снимку 12-5416,  12-5417.",,ж.ф.18,
12-5417,NGC7000-IC5070-IC5067,,20h47m,44.00,,26-27.08.1984,13m,23h47m,00h00m,23h47m,,7.9*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,18,,,photographic plate,Kodak 103aD,,, имеет стандарт 12-5416-st и калибровку 12-5416-Calibration.,,ж.ф.18,
12-5418,NGC6611,,18h14m,-12.38,,28-29.08.1984,12m,22h43m,22h55m,22h43m,,8.9*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,19,,,photographic plate,Kodak 103aD,,,имеет стандарт 12-5418-st и калибровку 12-5418-Calibration.,,ж.ф.18,
12-5418-st,Field Oph,,17h59m,03.00,,28-29.08.1984,12m,23h24m,23h36m,23h24m,,7.0*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,19,,,photographic plate,Kodak 103aD,,,стандарт к снимку 12-5418.,,ж.ф.18,
12-560,NGC6611;NGC6618,,18h17m,-15.30,,26-27.06.1952,1h30m,17h26m,18h56m,UT_17h26m,,8.9*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,14,,,пластинки Jsopan JSS (очувствленные) + к.ф.III.,Jsopan JSS (очувствленные) + к.ф.III.,,,"t= + 14C,  пластинки Jsopan JSS (очувствленные) + к.ф.III.",,,
12-799,NGC6611;NGC6618,,18h17m,-15.30,,09-10.07.1953,40m,17h21m,18h01m,UT_17h21m,,8.7*9.7,50cm менисковый телескоп Максутова,,19,,,пластинки Jsopan JSS + поляроид.,Jsopan JSS + поляроид.,,,"t= + 19C,  пластинки Jsopan JSS + поляроид.",,,
12-2220,NGC6611,,18h14m,-12.38,,30.09-01.10.1961,35m,20h18m,20h53m,20h18m,,8.9*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,9,,,пластинки East OaE + к.ф.III,East OaE + к.ф.III,,,"t= + 9C,  пластинки East OaE + к.ф.III,  имеет стандарт  11-2220-a-st и калибровку.",,,
12-5410,NGC6611;NGC6618,,18h17m,-15.30,,22-23.08.1984,35m,22h45m,23h20m,22h45m,,8.9*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,18,,,пластинки Kodak 103aE + к.ф.№2,Kodak 103aE + к.ф.№2,,,"t= + 18C,  пластинки Kodak 103aE + к.ф.№2,  имеет калибровку 12-5410-Calibration.",,,
12-5411,NGC6611;NGC6618,,18h17m,-15.30,,22-23.08.1984,20m,23h28m,23h48m,23h28m,,8.9*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,18,,,пластинки Kodak 103aE + к.ф.№2,Kodak 103aE + к.ф.№2,,,"t= + 18C,  пластинки Kodak 103aE + к.ф.№2,  имеет калибровку 12-5410-Calibration.",,,
12-5412,NGC6611;NGC6618,,18h17m,-15.30,,23-24.08.1984,9m,22h50m,22h59m,22h50m,,8.9*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,22,,,пластинки Kodak 103aE + к.ф.№2,Kodak 103aE + к.ф.№2,,,"t= + 22C,  пластинки Kodak 103aE + к.ф.№2,  имеет калибровку 12-5412-Calibration.",,,
12-5413,NGC6611;NGC6618,,18h17m,-15.30,,23-24.08.1984,7m,23h10m,23h17m,23h10m,,8.7*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,22,,,пластинки Kodak 103aE + к.ф.№2,Kodak 103aE + к.ф.№2,,,"t= + 22C,  пластинки Kodak 103aE + к.ф.№2,  имеет калибровку 12-5412-Calibration.",,,
12-5414,NGC6611,,18h14m,-12.38,,24-25.08.1984,16m,22h58m,23h14m,22h58m,,8.9*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,14,,,пластинки Kodak 103aE + к.ф.№2,Kodak 103aE + к.ф.№2,,,"t= + 14C,  пластинки Kodak 103aE + к.ф.№2,  имеет калибровку 12-5414-Calibration.",,,
12-5419,NGC6611;NGC6618,,18h17m,-15.30,,29-30.08.1984,6m,22h42m,22h48m,22h42m,,8.9*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,22,,,пластинки Kodak 103aE + к.ф.№2,Kodak 103aE + к.ф.№2,,,"t= + 22C,  пластинки Kodak 103aE + к.ф.№2,  имеет стандарт 12-5419-st и калибровку 12-5419-Calibration.",,,
12-5419-st,Field Oph,,17h59m,03.00,,29-30.08.1984,6m,23h17m,23h23m,23h17m,,8.7*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,22,,,пластинки Kodak 103aE + к.ф.№2,Kodak 103aE + к.ф.№2,,,"t= + 22C,  пластинки Kodak 103aE + к.ф.№2,  стандарт к снимку 12-5419.",,,
12-2744,NGC281,,00h52m,56.37,,03-04.12.1964,12m,03h00m,03h12m,03h00m,,8.7*9.7,50cm менисковый телескоп Максутова,,-5,,,пластинки Astro spec,Astro spec,,,"t= - 5C,  пластинки Astro spec,  имеет стандарт 11-2743 и калибровку 12-2744-Calibration.",,,
12-5436,NGC281,,00h52m,56.37,,17-18.10.1984,12m,21h22m,21h34m,21h22m,,8.0*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,10,,,пластинки Kodak 103aD + ж.ф.18,Kodak 103aD + ж.ф.18,,,"t=+10C,  пластинки Kodak 103aD + ж.ф.18,  имеет стандарт 12-5436-st и калибровку 12-5436-Calibration.",,,
12-5436-st,Field Del,,20h37m,14.35,,17-18.10.1984,12m,21h44m,21h56m,21h44m,,7.6*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,10,,,пластинки Kodak 103aD + ж.ф.18,Kodak 103aD + ж.ф.18,,,"t= + 10C,  пластинки Kodak 103aD + ж.ф.18,  стандарт к снимку 12-5436.",,,
12-5437,NGC281,,00h52m,56.37,,18-19.10.1984,11m,20h50m,21h01m,20h50m,,8.1*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,15,,,пластинки Kodak 103aD + ж.ф.18,Kodak 103aD + ж.ф.18,,,"t=+15C,  пластинки Kodak 103aD + ж.ф.18,  имеет стандарт 12-5437-st и калибровку 12-5437-Calibration.",,,
12-5437-st,Field Del,,20h37m,14.35,,18-19.10.1984,11m,20h17m,20h28m,20h17m,,7.7*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,15,,,пластинки Kodak 103aD + ж.ф.18,Kodak 103aD + ж.ф.18,,,"t= + 15C,  пластинки Kodak 103aD + ж.ф.18,  стандарт к снимку 12-5437.",,,
12-5438,NGC281,,00h52m,56.37,,20-21.10.1984,10m30s,21h19m30s,21h30m,21h19m30s,,8.9*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,18,,,пластинки Kodak 103aD + ж.ф.18,Kodak 103aD + ж.ф.18,,,"t=+18C,  пластинки Kodak 103aD + ж.ф.18,  имеет стандарт 12-5439-st и калибровку 12-5438-Calibration.",,,
12-5439,NGC281,,00h52m,56.37,,20-21.10.1984,10m30s,21h49m,21h59m30s,21h49m,,8.9*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,18,,,пластинки Kodak 103aD + ж.ф.18,Kodak 103aD + ж.ф.18,,,"t=+18C,  пластинки Kodak 103aD + ж.ф.18,  имеет стандарт 12-5439-st и калибровку 12-5439-Calibration.",,,
12-5439-st,Field Del,,20h37m,14.35,,20-21.10.1984,10m30s,20h18m,20h28m30s,20h18m,,8.9*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,18,,,пластинки Kodak 103aD + ж.ф.18,Kodak 103aD + ж.ф.18,,,"t= + 18C,  пластинки Kodak 103aD + ж.ф.18,  стандарт к снимку 12-5438,  12-5439.",,,
12-5440,NGC281,,00h52m,56.37,,24-25.10.1984,45m,21h27m,22h12m,21h27m,,8.9*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,1.5,,,пластинки Kodak 103aE + к.ф.№2,Kodak 103aE + к.ф.№2,,,"t=+1.5C,  пластинки Kodak 103aE + к.ф.№2,  имеет стандарт 12-5440-st и калибровку 3-5440-Calibration.",,,
12-5440-st,Field alf Lacerta ,,22h31m,50.16,,24-25.10.1984,45m,20h19m,21h04m,20h19m,,8.9*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,1.5,,,пластинки Kodak 103aE + к.ф.№2,Kodak 103aE + к.ф.№2,,,"t= + 1.5C,  пластинки Kodak 103aE + к.ф.№2,  стандарт к снимку 12-5440.",,,
12-5441,NGC281,,00h52m,56.37,,25-26.10.1984,45m,21h30m,22h15m,21h30m,,8.9*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,2.5,,,пластинки Kodak 103aE + к.ф.№2,Kodak 103aE + к.ф.№2,,,"t=+2.5C,  пластинки Kodak 103aE + к.ф.№2,  имеет стандарт 12-5441-st и калибровку 3-5441-Calibration.",,,
12-5441-st,Field alf Lacerta ,,22h31m,50.16,,25-26.10.1984,45m,20h24m,21h09m,20h24m,,8.9*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,2.5,,,пластинки Kodak 103aE + к.ф.№2,Kodak 103aE + к.ф.№2,,,"t= + 2.5C,  пластинки Kodak 103aE + к.ф.№2,  стандарт к снимку 12-5441.",,,
12-5439-a-st,Field alf Lacerta ,,22h31m,50.16,,23-24.11.1984,29m,21h03m,21h32m,21h03m,,8.9*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,-2,,,пластинки Kodak 103aE + к.ф.№2,Kodak 103aE + к.ф.№2,,,"t= - 2C,  пластинки Kodak 103aE + к.ф.№2,  стандарт к снимку 5439-a.",,,
12-5288-b,NGC2237;NGC2238;NGC2239,,06h30m,04.40,,09-10.02.1983,10m,06h38m,06h48m,UT_06h38m,,8.7*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,1," через облака., ",,пластинки Kodak 103aD + ж.ф.18,Kodak 103aD + ж.ф.18,,,"t= + 1C,  пластинки Kodak 103aD + ж.ф.18,  имеет калибровку 12-5288-a-Calibration,  через облака.",,,
12-5284-Calibration,Calibration,,,,,09-10.02.1983,,,,,,2.8*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,1,,,пластинки Kodak 103aD + ж.ф.18,Kodak 103aD + ж.ф.18,,,"t= + 1C,  пластинки Kodak 103aD + ж.ф.18,  калибровка к снимкам 12-5288-a,  12-5288-b.",,,
12-5286-Calibration,Calibration,,,,,16-17.01.1983,,,,,,2.8*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,-5,,,пластинки Kodak 103aD + ж.ф.18,Kodak 103aD + ж.ф.18,,,"t= - 5C,  пластинки Kodak 103aD + ж.ф.18,  калибровка к снимкам 5284,  5285.",,,
12-5288-a-Calibration,Calibration,,,,,09-10.02.1983,,,,,,2.8*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,1,,,пластинки Kodak 103aD + ж.ф.18,Kodak 103aD + ж.ф.18,,,"t= + 1C,  пластинки Kodak 103aD + ж.ф.18,  калибровка к снимку 12-5288-a.",,,
12-5289-Calibration,Calibration,,,,,14-15.02.1983,,,,,,2.8*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,-1,,,пластинки Kodak 103aD + ж.ф.18,Kodak 103aD + ж.ф.18,,,"t= - 1C,  пластинки Kodak 103aD + ж.ф.18,  калибровка к снимкам 12-5289,  12-5290.",,,
12-5282-Calibration,Calibration,,,,,15-16.01.1983,,,,,,2.8*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,-7,,,пластинки Kodak 103 OaO,Kodak 103 OaO,,,"t=- 7C,  пластинки Kodak 103 OaO,  калибровка к снимкам 12-5282,  12-5283.",,,
12-5291-Calibration,Calibration,,,,,15-16.02.1983,,,,,,2.8*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,0,,,пластинки Kodak 103aO,Kodak 103aO,,,"t= 0 C,  пластинки Kodak 103aO,  калибровка к снимку 12-5291.",,,
12-5292-Calibration,Calibration,,,,,09-10.03.1983,,,,,,2.8*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,0,,,пластинки Kodak 103aO,Kodak 103aO,,,"t= 0 C,  пластинки Kodak 103aO,  калибровка к снимку 12-5292.",,,
12-5293-Calibration,Calibration,,,,,10-11.03.1983,,,,,,2.8*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,6,,,пластинки Kodak 103aO,Kodak 103aO,,,"t= + 6C,  пластинки Kodak 103aO,  калибровка к снимку 12-5293.",,,
12-5294-Calibration,Calibration,,,,,31.03-01.04.1983,,,,,,2.8*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,7,,,пластинки Kodak 103aO,Kodak 103aO,,,"t= + 7C,  пластинки Kodak 103aO,  калибровка к снимкам 12-5294,  12-5295.",,,
12-5329-Calibration,Calibration,,,,,30.11-01.12.1983,,,,,,3.0*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,4,,,пластинки Kodak 103aE + к.ф.№2,Kodak 103aE + к.ф.№2,,,"t= + 4C,  пластинки Kodak 103aE + к.ф.№2,  калибровка к снимку 12-5329.",,,
12-5336-Calibration,Calibration,,,,,02-03.12.1983,,,,,,3.0*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,6,,,пластинки Kodak 103aE + к.ф.№2,Kodak 103aE + к.ф.№2,,,"t= + 6C,  пластинки Kodak 103aE + к.ф.№2,  калибровка к снимку 12-5336.",,,
12-5340-Calibration,Calibration,,,,,08-09.12.1983,,,,,,3.0*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,-1.5,,,пластинки Kodak 103aE + к.ф.№2,Kodak 103aE + к.ф.№2,,,"t= - 1.5C,  пластинки Kodak 103aE + к.ф.№2,  калибровка к снимкам 12-5340-st и 12-5340.",,,
