ID,OBJECT,OBJECT-TYPE,RA,DEC,EQ-ORIG,DATE-OBS,EXPTIME,TMS-LST,TME-LST,TMS-LT,TME-LT,SIZE,TELESCOPE,OBSERVER,"TEMPERAT, C",SKYCOND,OBSNOTE,DETNAME,EMULSION,METHOD,FOCUS,NOTES,SCANNOTE,FILTER,PLATNOTE
17-1469,Nebulae,,05h20m,-04.00,,23-24.10.1955,20m,05h17m,05h37m,05h17m,,8.7*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,2,,,photographic plate,Astro uns,,,"t= + 2C,  ,  имеется стандарт 25-14697-st и калибровка 25-1469-Calibration.",,,
17-1466,Nebulae,,05h41m,06.01,,20-21.10.1955,20m,05h58,06h18,05h58m,,9.0*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,8,,,photographic plate,Astro uns,,,"t= + 8C,  ,  имеется стандарт 17-1465-st и калибровка 17-1465-1-Calibration,  17-1465-2-Calibration.",,,
17-1425,M78;NGC2068;IC434,,05h46m,00.04,,24-25.09.1955,40m,03h33m,04h13m,03h33m,,9.0*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,15,,,photographic plate,Astro uns,,,"t= + 15C,  ,  имеется стандарт 17-1425-st и калибровка 17-1425-Calibration.",,,
17-1451,M78;NGC2068;IC434,,05h46m,00.04,,17-18.10.1955,20m,05h12m,05h32m,05h12m,,9.0*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,6,,,photographic plate,Astro uns,,,"t= + 6C,  ,  имеется стандарт 17-1449-st и калибровка 17-1449-Calibration.",,,
17-1449,Nebulae,,05h40m,13.00,,17-18.10.1955,20m,04h16m,04h36m,04h16m,,9.0*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,6,,,photographic plate,Astro uns,,,"t= + 6C,  ,  имеется стандарт 17-1449-st и калибровка 17-1449-Calibration.",,,
17-1455,Nebulae,,05h40m,13.00,,18-19.10.1955,20m,04h06m,04h26m,04h06m,,8.9*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,10,,,photographic plate,Astro uns,,,"t= + 10C,  ,  имеется стандарт 17-1455-st и калибровка 17-1455-1-Calibration,  17-1455-2-Calibration.",,,
17-1452,Nebulae,,06h07m,-06.40,,17-18.10.1955,20m,05h40m,06h00m,05h40m,,9.0*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,6,,,photographic plate,Astro uns,,,"t= + 6C,  ,  имеется стандарт 17-1449-st и калибровка 17-1449-Calibration.",,,
17-1458,Nebulae,,06h07m,-06.40,,18-19.10.1955,20m,05h33m,05h53m,05h33m,,8.9*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,6,,,photographic plate,Astro uns,,,"t= + 6C,  ,  имеется стандарт 17-1455-st и калибровка 17-1455-1-Calibration,  17-1455-2-Calibration.",,,
17-2517,NGC2185,nebulae,06h08m,-06.12,,11-12.02.1964,10m,05h41m,05h51m,05h41m,,8.7*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,1,,,пластинки Kodak OaO,Kodak OaO,,,"t= + 1C,  пластинки Kodak OaO,  имеет стандарт 16-2517-1-st и калибровку 16-2516-Calibration.",,,
17-1581,Nebulae,nebulae,06h31m,-03.30,,18-19.01.1955,20m,07h10m,07h30m,07h10m,,9.0*9.7,50cm менисковый телескоп Максутова,,-10.5,,,пластинки Astrouns,Astrouns,,,"t= - 10.5C,  пластинки Astrouns,  имеется калибровка 17-1580-Calibration.",,,
17-1582,Nebulae,nebulae,07h04m,-03.25,,18-19.01.1955,20m,07h52m,08h12m,07h52m,,9.0*9.7,50cm менисковый телескоп Максутова,,-10.5,,,photographic plate,Astro uns,,,"t= - 10.5C,  ,  имеется калибровка 17-1580-Calibration.",,,
17-1580-Calibration,Calibration,,,,,18-19.01.1955,,,,,,3.0*9.7,50cm менисковый телескоп Максутова,,-10.5,,,пластинки Astrouns,Astrouns,,,"t= - 10.5C,  пластинки Astrouns,  калибровка к снимку 17-1581,  17-1582,  19-1580.",,,
17-1959,NGC2264,,06h40m,09.53,,12-13.01.1958,20m,03h33m,04h13m,03h33m,,9.1*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,-3,,,пластинки Jlford zenit + поляроид,Jlford zenit + поляроид,,,"t= - 3C,  пластинки Jlford zenit + поляроид,  имеется калибровка 25-1959-Calibration.",,,
17-1962,NGC2264,,06h40m,09.53,,08-09.02.1958,30m,06h30m,07h00m,06h30m,,8.7*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,-4,,,пластинки Jlford zenit + поляроид.,Jlford zenit + поляроид.,,,"t= - 4C,  пластинки Jlford zenit + поляроид.",,,
17-1966,NGC2264,,06h40m,09.53,,10-11.02.1958,30m,06h09m,06h39m,06h09m,,8.7*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,-1,,,пластинки Kodak 103aO + поляроид.,Kodak 103aO + поляроид.,,,"t= - 1C,  пластинки Kodak 103aO + поляроид.",,,
17-400,NGC2264,,06h40m,09.53,,02-03.02.1952,40m,09h33m,10h13m,09h33m,,9.7*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,-1.5,,,пластинки East 103aE + к.ф. III.,East 103aE + к.ф. III.,,,"t= - 1.5C,  пластинки East 103aE + к.ф. III.",,,
17-1588,Field,,06h44m,-18.12,,01-02.02.1956,20m,06h37m,06h57m,06h37m,,8.9*9.7,50cm менисковый телескоп Максутова,Гайнулина Р.Х.,4.5,,,пластинки Astrouns,Astrouns,,,"t= + 4.5C,  пластинки Astrouns,  имеется калибровка 17-1588-Calibration.",,,
17-1607,Field,,06h44m,-18.12,,07-08.03.1956,20m,08h21m,08h41m,08h21m,,8.9*9.7,50cm менисковый телескоп Максутова,Гайнулина Р.Х.,5.5,,,пластинки Jlford HP3,Jlford HP3,,,"t= + 5.5C,  пластинки Jlford HP3,  имеется калибровка 24-1607-Calibration.",,,
17-917,IC434,nebulae,05h40m,-02.27,,09-10.10.1953,1h25m,03h45m,05h10m,03h45m,,9.9*9.9,50cm менисковый телескоп Максутова,Матягин В.С.,13,,,пластинки Изохром Никфи + ж.ф.II.,Изохром Никфи + ж.ф.II.,,,"t= + 13C,  пластинки Изохром Никфи + ж.ф.II.",,,
17-919-1,IC434,nebulae,05h40m,-02.27,,09-10.10.1953,1h25m,,,,,9.9*9.9,50cm менисковый телескоп Максутова,Матягин В.С.,13,,,пластинки Изохром Никфи (очувствленные)+ ж.ф.II.,Изохром Никфи (очувствленные)+ ж.ф.II.,,,"t= + 13C,  пластинки Изохром Никфи (очувствленные)+ ж.ф.II.",,,
17-1467,IC466;NGC2247,,06h28m,10.30,,20-21.10.1955,20m,06h32m,06h52m,06h32m,,9.0*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,8,,,photographic plate,Astro uns,,,"t= + 8C,  ,  имеется стандарт 17-1465-st и калибровка 17-1465-1-Calibration,  17-1465-2-Calibration.",,,
17-1613,IC466;NGC2247,,06h28m,10.30,,08-09.03.1956,20m,08h32m,08h52m,08h32m,,8.9*9.7,50cm менисковый телескоп Максутова,Гайнулина Р.Х.,7.5,,,пластинки Astrouns,Astrouns,,,"t= + 7.5C,  пластинки Astrouns,  имеется калибровка 19-1611-Calibration.",,,
17-542,Ced125,,,,,16-17.11.1952,1h,17h00m,18h00m,17h00m,,9.7*9.7,50cm менисковый телескоп Максутова,,21,,,пластинки Jsopan JSS.,Jsopan JSS.,,,"t= + 21C,  пластинки Jsopan JSS.",,,
17-1294,M42;NGC1976,,05h35m,-05.23,,07-08.03.1955,25m,07h37m,08h02m,07h37m,,9.0*9.7,50cm менисковый телескоп Максутова,Матягин В.С.,21,,,пластинки Jsopan JSS + к.ф.III,Jsopan JSS + к.ф.III,,,"t= + 21C,  пластинки Jsopan JSS + к.ф.III,  имеет стандарт 17-1295,  17-1296 и калибровку 17-1294-1-Calibration,  17-1294-2-Calibration.",,,
17-1295,Stars-st,,,,,07-08.03.1955,30m,08h45m,09h15m,08h45m,,9.0*9.7,50cm менисковый телескоп Максутова,Матягин В.С.,21,,,пластинки Jsopan JSS + к.ф.III,Jsopan JSS + к.ф.III,,,"t= + 21C,  пластинки Jsopan JSS + к.ф.III,  стандарт к снимку 17-1294.",,,
17-1296,Stars-st,,,,,07-08.03.1955,25m,09h36m,10h01m,09h36m,,9.0*9.7,50cm менисковый телескоп Максутова,Матягин В.С.,21,,,пластинки Jsopan JSS + к.ф.III,Jsopan JSS + к.ф.III,,,"t= + 21C,  пластинки Jsopan JSS + к.ф.III,  стандарт к снимку 17-1294.",,,
17-1425-Calibration,Calibration,,,,,24-25.09.1955,1h11m;30m,,,,,3.0*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,15,,,photographic plate,Astro uns,,,"t= + 15C,  ,  калибровка к снимку 17-1425.",,,
17-1425-st,alf UMi,,02h31m,89.15,,24-25.09.1955,40m,04h22m,05h02m,04h22m,,9.0*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,15,,,photographic plate,Astro uns,,,"t= + 15C,  ,  стандарт к снимку 17-1425.",,,
17-1449-a-st,M45,,03h46m,24.07,,17-18.10.1955,20m,23h13m,23h33m,23h13m,,9.0*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,6,,,photographic plate,Astro uns,,,"t= + 6C,  ,  стандарт к снимку 17-1449,  17-1450,  17-1451,  17-1452.",,,
17-1449-Calibration,Calibration,,,,,17-18.10.1955,,,,,,3.0*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,6,,,photographic plate,Astro uns,,,"t= + 6C,  ,  калибровка к снимку 17-1449,  17-1450,  17-1451,  17-1452.",,,
17-1449-b-st,M45,,03h46m,24.07,,17-18.10.1955,20m,03h43m,04h03m,03h43m,,9.0*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,6,,,photographic plate,Astro uns,,,"t= + 6C,  ,  стандарт к снимку 17-1449,  17-1450,  17-1451,  17-1452.",,,
17-1455-1-st,M45,,03h46m,24.07,,18-19.10.1955,20m,22h49m,23h09m,22h49m,,8.9*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,10,,,photographic plate,Astro uns,,,"t= + 10C,  ,  стандарт к снимку 17-1455,  17-1456,  16-1457,  17-1458.",,,
17-1455-Calibration,Calibration,,,,,18-19.10.1955,,,,,,3.0*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,10,,,photographic plate,Astro uns,,,"t= + 10C,  ,  калибровка к снимку 17-1455,  17-1456,  16-1457,  17-1458.",,,
17-1455-2-st,M45,,03h46m,24.07,,18-19.10.1955,20m,03h34m,03h54m,03h34m,,8.9*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,10,,,photographic plate,Astro uns,,,"t= + 10C,  ,  стандарт к снимку 17-1455,  17-1456,  16-1457,  17-1458.",,,
17-1455-clarity,alf Aur,,05h16m,45.59,,18-19.10.1955,,,,,,3.0*5.0,50cm менисковый телескоп Максутова,Рожковский Д.А.,10," прозрачность к снимку 17-1455, ",,photographic plate,Astro uns,,,"t= + 10C,  ,  прозрачность к снимку 17-1455,  17-1456,  16-1457,  17-1458.",,,
17-1465-st,M45,,03h46m,24.07,,20-21.10.1955,20m,06h54m,07h14m,06h54m,,9.0*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,8,,,photographic plate,Astro uns,,,"t= + 8C,  ,  стандарт к снимку 17-1465,  17-1466,  17-1467.",,,
17-1465-Calibration,Calibration,,,,,20-21.10.1955,,,,,,3.0*8.0,50cm менисковый телескоп Максутова,Рожковский Д.А.,8,,,photographic plate,Astro uns,,,"t= + 8C,  ,  калибровка к снимку 17-1465,  17-1466,  17-1467.",,,
17-1465-clarity,gam Ori,,05h25m,06.20,,20-21.10.1955,20m,,,,,3.0*5.0,50cm менисковый телескоп Максутова,Рожковский Д.А.,8," прозрачность к снимку 17-1465, ",,photographic plate,Astro uns,,,"t= + 8C,  ,  прозрачность к снимку 17-1465,  17-1466,  17-1467.",,,
17-1416,IC348,,03h42m,32.00,,21-22.09.1955,1h,01h22m,02h22m,01h22m,,8.9*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,10,,,photographic plate,Astro uns,,,"t= + 10C,  ,  имеется стандарт 17-1414-st и калибровки 17-1414-1-Calibration,  17-1414-2-Calibration",,,
17-2029-a-sp,McD12,,20h06m,35.50,,29-30.06.1959,10m,18h37m,18h47m,18h37m,,8.7*9.7,50cm менисковый телескоп Максутова,Курчаков А.В.,21,,,пластинки Kodak OaO с объективной призмой.,Kodak OaO с объективной призмой.,,,"t= + 21C,  пластинки Kodak OaO с объективной призмой.",,,
17-2029-b-sp,McD12,,20h06m,35.50,,29-30.06.1959,8m,18h22m,18h30m,18h22m,,8.7*9.7,50cm менисковый телескоп Максутова,Курчаков А.В.,21,,,пластинки Kodak OaO с объективной призмой.,Kodak OaO с объективной призмой.,,,"t= + 21C,  пластинки Kodak OaO с объективной призмой.",,,
17-2029-v-sp,McD12,,20h06m,35.50,,30.06-01.07.1959,10m,19h20m,19h30m,19h20m,,8.7*9.7,50cm менисковый телескоп Максутова,Курчаков А.В.,25,,,пластинки Kodak OaO с объективной призмой.,Kodak OaO с объективной призмой.,,,"t= + 25C,  пластинки Kodak OaO с объективной призмой.",,,
17-2032-a-sp,McD12,,20h06m,35.50,,30-31.08.1959,4m,19h41m,19h45m,19h41m,,8.7*9.7,50cm менисковый телескоп Максутова,Курчаков А.В.,19,,,пластинки Kodak OaF с объективной призмой.,Kodak OaF с объективной призмой.,,,"t= + 19C,  пластинки Kodak OaF с объективной призмой.",,,
17-917-Calibration,Calibration,,,,,09-10.10.1953,,,,,,3.0*9.7,50cm менисковый телескоп Максутова,Матягин В.С.,13,,,пластинки Изохром Никфи + ж.ф.II.,Изохром Никфи + ж.ф.II.,,,"t= + 13C,  пластинки Изохром Никфи + ж.ф.II.",,,
17-958-Calibration,Calibration,,,,,25-26.12.1953,,,,,,3.0*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,3,,,пластинки Jsopan JSS.,Jsopan JSS.,,,"t= + 3C,  пластинки Jsopan JSS.",,,
17-1294-2-Calibration,Calibration,,,,,07-08.03.1955,1h11m;30m,,,,,3.0*9.7,50cm менисковый телескоп Максутова,Матягин В.С.,21,,,пластинки Jsopan JSS + к.ф.III,Jsopan JSS + к.ф.III,,,"t= + 21C,  пластинки Jsopan JSS + к.ф.III,  калибровка к снимку 17-1294,  17-1295,  17-1296.",,,
17-1414-1-Calibration,Calibration,,,,,21-22.09.1955,,,,,,3.0*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,10,,,photographic plate,Astro uns,,,"t= + 10C,  ,  калибровка к снимку 18-1414,  17-1415,  17-1416",,,
17-1414-2-Calibration,Calibration,,,,,21-22.09.1955,,,,,,3.0*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,10,,,photographic plate,Astro uns,,,"t= + 10C,  ,  калибровка к снимку 18-1414,  17-1415,  17-1416",,,
17-1414-clarity,alf Aur,,05h16m,45.59,,21-22.09.1955,,,,,,3.0*3.2,50cm менисковый телескоп Максутова,Рожковский Д.А.,10," прозрачность к снимку 18-1414, ",,photographic plate,Astro uns,,,"t= + 10C,  ,  прозрачность к снимку 18-1414,  17-1415,  17-1416",,,
17-1437-st,alf UMi,,02h31m,89.15,,11-12.10.1955,30m,00h45m,01h15m,00h45m,,8.9*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,5,,,photographic plate,Astro uns,,,"t= + 5C,  ,  стандарт к снимку 17-1437,  17-1438.",,,
17-1437-Calibration,Calibration,,,,,11-12.10.1955,,,,,,3.0*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,5,,,photographic plate,Astro uns,,,"t= + 5C,  ,  калибровка к снимку 17-1437,  17-1438.",,,
17-1732,M1;NGC1952;TaurusA ,,05h34m,22.00,,22-23.12.1956,20m,03h10m,03h30m,03h10m,,9.0*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,-5,,,пластинки Jlford zenit,Jlford zenit,,,"t= - 5C,  пластинки Jlford zenit,  имеется стандарт 17-1730-st и калибровка 17-1730-Calibration.",,,
17-1730-st,M45,,03h46m,24.07,,22-23.12.1956,20m,01h25m,01h45m,01h25m,,9.0*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,-5,,,пластинки Jlford zenit,Jlford zenit,,,"t= - 5C,  пластинки Jlford zenit,  стандарт к снимку 17-1730,  23-1731,  17-1732.",,,
17-1730-Calibration,Calibration,,,,,22-23.12.1956,,,,,,3.0*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,-5,,,пластинки Jlford zenit,Jlford zenit,,,"t= - 5C,  пластинки Jlford zenit,  калибровка к снимку 17-1730,  23-1731,  17-1732.",,,
17-2017-st,GC6574;Ced44,,05h19m,08.23,,06-07.03.1959,8m,06h20m,06h28m,06h20m,,9.7*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,0,,,пластинки Kodak OaO,Kodak OaO,,,"t= + 0 C,  пластинки Kodak OaO,  стандарт к снимку 17-2017.",,,
17-2017-Calibration,Calibration,,,,,06-07.03.1959,,,,,,3.0*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,0,,,пластинки Kodak OaO,Kodak OaO,,,"t= + 0 C,  пластинки Kodak OaO,  калибровка к снимку 17-2017.",,,
19-212,IC4604;rho Oph,,16h25m,-23.26,,27-28.06.1951,30m,16h05m,16h35m,16h05m,,9.7*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А. Торопова Т.П.,20,,,photographic plate.,Astro uns.,,,"t= + 20C,  .",,,
19-213,IC4604;rho Oph,,16h25m,-23.26,,27-28.06.1951,30m,16h50m,17h20m,16h50m,,9.7*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А. Торопова Т.П.,20,,,photographic plate.,Astro uns.,,,"t= + 20C,  .",,,
19-548,IC4604;rho Oph,,16h25m,-23.26,,19-20.06.1952,58m,16h30m,17h28m,16h30m,,9.7*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А. Торопова Т.П.,17,,,photographic plate.,Astro uns.,,,"t= + 17C,  .",,,
19-219,IC4592;nu Sco,,16h11m,-19.27,,29-30.06.1951,30m,16h46m,17h16m,16h46m,,9.7*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А. Торопова Т.П.,11,,,photographic plate.,Astro uns.,,,"t= + 11C,  .",,,
19-220,IC4592;nu Sco,,16h11m,-19.27,,29-30.06.1951,30m,17h28m,17h58m,17h28m,,9.7*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А. Торопова Т.П.,11,,,photographic plate.,Astro uns.,,,"t= + 11C,  .",,,
19-448,IC4592;nu Sco,,16h11m,-19.27,,31.03-01.04.1952,1h20m,15h30m,16h50m,15h30m,,9.7*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А. Торопова Т.П.,9,,,photographic plate.,Astro uns.,,,"t= + 9C,  .",,,
19-554,IC4592;nu Sco,,16h11m,-19.27,,24-25.06.1952,1h15m,15h46m,17h01m,15h46m,,9.7*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А. Торопова Т.П.,16,,,пластинки Ultra blau rapid + с.ф. Шотта.,Ultra blau rapid + с.ф. Шотта.,,,"t= + 16C,  пластинки Ultra blau rapid + с.ф. Шотта.",,,
19-5272,IC4592;nu Sco,,16h11m,-19.27,,26-27.06.1982,1h15m,16h33m,17h48m,16h33m,,8.9*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,22.5,,,пластинки I-N + фильтр Agfa N83 (ИК).,I-N + фильтр Agfa N83 (ИК).,,,"t= + 22.5C,  пластинки I-N + фильтр Agfa N83 (ИК).",,,
19-5273,IC4592;nu Sco,,16h11m,-19.27,,10-11.07.1982,1h15m,16h53m,18h08m,16h53m,,8.9*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,17,,,пластинки I-N + фильтр Agfa N83 (ИК).,I-N + фильтр Agfa N83 (ИК).,,,"t= + 17C,  пластинки I-N + фильтр Agfa N83 (ИК).",,,
19-1026,Nebulae,nebulae,17h21m,-23.40,,02-03.07.1954,24m,18h01m,18h25m,18h01m,,9.7*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,16,,,пластинки Jlforot 34* + ж.ф. II.,Jlforot 34* + ж.ф. II.,,,"t= + 16C,  пластинки Jlforot 34* + ж.ф. II.",,,
19-1595,Nebulae,nebulae,07h22m,-23.27,,11-12.02.1956,20m,07h42m,08h02m,07h42m,,9.7*9.7,50cm менисковый телескоп Максутова,Гайнуллина Р.Х.,-1," прозрачность 19-1595-clarity., ",,photographic plate,Astro uns,,,"t= -1C,  ,  имеется стандарт 19-1595-st,  калибровка 19-1595-Calibration,  прозрачность 19-1595-clarity.",,,
19-1596,Nebulae,nebulae,06h55m,-17.00,,11-12.02.1956,20m,08h55m,09h15m,08h55m,,8.7*9.7,50cm менисковый телескоп Максутова,Гайнуллина Р.Х.,-1," прозрачность 19-1595-clarity., ",,photographic plate,Astro uns,,,"t= -1C,  ,  имеется стандарт 19-1595-st,  калибровка 19-1595-Calibration,  прозрачность 19-1595-clarity.",,,
19-1597,Nebulae,nebulae,06h36m,07.00,,11-12.02.1956,20m,09h47m,10h07m,09h47m,,8.7*9.7,50cm менисковый телескоп Максутова,Гайнуллина Р.Х.,-1," прозрачность 19-1595-clarity., ",,photographic plate,Astro uns,,,"t= -1C,  ,  имеется стандарт 19-1595-st,  калибровка 19-1595-Calibration,  прозрачность 19-1595-clarity.",,,
19-1580,Nebulae,nebulae,06h28m,-09.00,,18-19.01.1956,20m,06h33m,06h53m,06h33m,,8.7*9.7,50cm менисковый телескоп Максутова,Гайнуллина Р.Х.,-8.5,,,photographic plate.,Astro uns.,,,"t= - 8.5C,  .",,,
19-1609,Nebulae,nebulae,06h28m,-09.07,,07-08.03.1956,20m,09h10m,09h30m,09h10m,,8.7*9.7,50cm менисковый телескоп Максутова,Гайнуллина Р.Х.,5.5,,,photographic plate,Astro uns,,,"t= + 5.5C,  ,  имеется стандарт 24-1605-st и калибровка 24-1605-Calibration.",,,
19-1608,Nebulae,nebulae,07h17m,-13.06,,07-08.03.1956,20m,08h21m,08h41m,08h21m,,8.7*9.7,50cm менисковый телескоп Максутова,Гайнуллина Р.Х.,5.5,,,photographic plate,Astro uns,,,"t= + 5.5C,  ,  имеется стандарт 24-1605-st и калибровка 24-1605-Calibration.",,,
19-1610,IC466,nebulae,07h04m,-04.15,,07-08.03.1956,20m,09h53m,10h13m,09h53m,,8.7*9.7,50cm менисковый телескоп Максутова,Гайнуллина Р.Х.,5.5,,,photographic plate,Astro uns,,,"t= + 5.5C,  ,  имеется стандарт 24-1605-st и калибровка 24-1605-Calibration.",,,
19-1611,Nebulae,nebulae,07h34m,-25.13,,08-09.03.1956,20m,07h09m,07h29m,07h09m,,8.7*9.7,50cm менисковый телескоп Максутова,Гайнуллина Р.Х.,7.5,,,photographic plate,Astro uns,,,"t= + 7.5C,  ,  имеется стандарт 19-1611-st и калибровка 19-1611-Calibration.",,,
19-1612,Nebulae,nebulae,05h26m,12.31,,08-09.03.1956,20m,07h53m,08h13m,07h53m,,8.7*9.7,50cm менисковый телескоп Максутова,Гайнуллина Р.Х.,7.5,,,photographic plate,Astro uns,,,"t= + 7.5C,  ,  имеется стандарт 19-1611-st и калибровка 19-1611-Calibration.",,,
19-1614,NGC2282,nebulae,06h44m,01.23,,08-09.03.1956,20m,09h04m,09h24m,09h04m,,8.7*9.7,50cm менисковый телескоп Максутова,Гайнуллина Р.Х.,7.5,,,photographic plate,Astro uns,,,"t= + 7.5C,  ,  имеется стандарт 19-1611-st и калибровка 19-1611-Calibration.",,,
19-1627,NGC2282,nebulae,06h44m,01.23,,13-14.03.1956,20m,20h31m,20h51m,20h31m,,8.7*9.7,50cm менисковый телескоп Максутова,Гайнуллина Р.Х.,-7.5,,,photographic plate.,Astro uns.,,,"t= - 7.5C,  .",,,
19-1975,Nebulae,nebulae,05h26m,12.31,,20-21.02.1958,1h30m,05h06m,06h36m,05h06m,,8.7*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,2,,,пластинки East 103aE + к.ф. III.,East 103aE + к.ф. III.,,,"t= + 2C,  пластинки East 103aE + к.ф. III.",,,
19-1615,Nebulae,nebulae,06h07m,17.40,,08-09.03.1956,20m,09h41m,10h01m,09h41m,,8.7*9.7,50cm менисковый телескоп Максутова,Гайнуллина Р.Х.,7.5,,,photographic plate,Astro uns,,,"t= + 7.5C,  ,  имеется стандарт 19-1611-st и калибровка 19-1611-Calibration.",,,
19-1620,Nebulae,nebulae,06h48m,-04.20,,09-10.03.1956,20m,07h51m,08h11m,07h51m,,8.7*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,7.5,,,photographic plate,Astro uns,,,"t= + 7.5C,  ,  имеется стандарт 19-1619-st и калибровка 19-1619-Calibration.",,,
19-1621,Nebulae ,nebulae,05h28m,34.00,,09-10.03.1956,20m,08h49m,09h09m,08h49m,,8.7*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,7.5,,,photographic plate,Astro uns,,,"t= + 7.5C,  ,  имеется стандарт 19-1619-st и калибровка 19-1619-Calibration.",,,
19-1626,Nebulae,nebulae,05h28m,34.00,,13-14.03.1956,20m,19h57m,20h17m,19h57m,,8.7*9.7,50cm менисковый телескоп Максутова,Гайнуллина Р.Х.,-7.5,,,photographic plate.,Astro uns.,,,"t= - 7.5C,  .",,,
19-1622,Nebulae,nebulae,05h30m,31.00,,09-10.03.1956,20m,09h21m,09h41m,09h21m,,8.7*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,7.5,,,photographic plate,Astro uns,,,"t= + 7.5C,  ,  имеется стандарт 19-1619-st и калибровка 19-1619-Calibration.",,,
19-1623,Nebulae,nebulae,06h01m,30.30,,09-10.03.1956,20m,09h48m,10h08m,09h48m,,8.7*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,7.5,,,photographic plate,Astro uns,,,"t= + 7.5C,  ,  имеется стандарт 19-1619-st и калибровка 19-1619-Calibration.",,,
19-1625,Nebulae,nebulae,06h01m,30.30,,13-14.03.1956,20m,19h20m,19h40m,19h20m,,8.7*9.7,50cm менисковый телескоп Максутова,Гайнуллина Р.Х.,-7.5,,,photographic plate.,Astro uns.,,,"t= - 7.5C,  .",,,
19-1650,Nebulae,nebulae,17h43m,-20.20,,24-25.09.1956,20m,19h38m,19h58m,19h38m,,8.7*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,15,,,photographic plate.,Astro uns.,,,"t= + 15C,  .",,,
19-2013,NGC1985,nebulae,05h34m,32.00,,11-12.01.1958,8m,06h04m,06h12m,06h04m,,8.7*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,-5,,,пластинки Kodak OaO.,Kodak OaO.,,,"t= - 5C,  пластинки Kodak OaO.",,,
19-780,rho Oph,nebulae,16h25m,-23.26,,16-17.05.1953,40m,16h19m,17h00m,16h19m,,8.7*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,15,,,пластинки Jsopan JSS (очувствленные) + поляроид.,Jsopan JSS (очувствленные) + поляроид.,,,"t= + 15C,  пластинки Jsopan JSS (очувствленные) + поляроид.",,,
19-2259,M4-alf Sco,,16h29m,-26.25,,03-04.08.1962,40m,18h03m,18h43m,18h03m,,8.7*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,22," прозрачность 19-2259-clarity., ",,пластинки Agfa panchrom + к.с.11,Agfa panchrom + к.с.11,,,"t= + 22C,  пластинки Agfa panchrom + к.с.11,  имеется стандарт 19-2259-1-st,  19-2259-2-st,  калибровка 19-2259-Calibration,  прозрачность 19-2259-clarity.",,,
